"","ID","bacterial_genus","replicate","minute","trait_name","trait_value"
"666","Sch_SP02_02","Rhizobium(1)",1,1479,"Log (cells/mL)",8.59879050676311
"667","Sch_SP02_02","Rhizobium(1)",1,1794,"Log (cells/mL)",8.08564728829686
"668","Sch_SP02_02","Rhizobium(1)",1,2092,"Log (cells/mL)",8.75526489141225
"669","Sch_SP02_02","Rhizobium(1)",1,2421,"Log (cells/mL)",8.52891670027766
"670","Sch_SP02_02","Rhizobium(1)",1,2694,"Log (cells/mL)",8.52061452187824
"671","Sch_SP02_02","Rhizobium(1)",1,3012,"Log (cells/mL)",8.19534605834842
"672","Sch_SP02_02","Rhizobium(1)",2,22,"Log (cells/mL)",5.90308998699194
"673","Sch_SP02_02","Rhizobium(1)",2,304,"Log (cells/mL)",5.30102999566398
"674","Sch_SP02_02","Rhizobium(1)",2,594,"Log (cells/mL)",7.51851393987789
"675","Sch_SP02_02","Rhizobium(1)",2,894,"Log (cells/mL)",7.44090908206522
"676","Sch_SP02_02","Rhizobium(1)",2,1231,"Log (cells/mL)",8.08564728829686
"677","Sch_SP02_02","Rhizobium(1)",2,1479,"Log (cells/mL)",7.87966920563205
"678","Sch_SP02_02","Rhizobium(1)",2,1794,"Log (cells/mL)",8.51982799377572
"679","Sch_SP02_02","Rhizobium(1)",2,2092,"Log (cells/mL)",8.71982828625434
"680","Sch_SP02_02","Rhizobium(1)",2,2421,"Log (cells/mL)",8.48315920971698
"681","Sch_SP02_02","Rhizobium(1)",2,2694,"Log (cells/mL)",8.50406288267869
"682","Sch_SP02_02","Rhizobium(1)",2,3012,"Log (cells/mL)",7.91803033678488
"683","Sch_SP02_02","Rhizobium(1)",3,22,"Log (cells/mL)",5.60205999132796
"685","Sch_SP02_02","Rhizobium(1)",3,594,"Log (cells/mL)",5.77815125038364
"686","Sch_SP02_02","Rhizobium(1)",3,894,"Log (cells/mL)",7.42488163663107
"687","Sch_SP02_02","Rhizobium(1)",3,1231,"Log (cells/mL)",8.21272015441784
"688","Sch_SP02_02","Rhizobium(1)",3,1479,"Log (cells/mL)",7.49692964807322
"689","Sch_SP02_02","Rhizobium(1)",3,1794,"Log (cells/mL)",7.42813479402879
"690","Sch_SP02_02","Rhizobium(1)",3,2092,"Log (cells/mL)",8.24303804868629
"691","Sch_SP02_02","Rhizobium(1)",3,2421,"Log (cells/mL)",7.93145787068901
"692","Sch_SP02_02","Rhizobium(1)",3,2694,"Log (cells/mL)",7.50785587169583
"694","Sch_SP02_02","Rhizobium(1)",4,22,"Log (cells/mL)",5.60205999132796
"696","Sch_SP02_02","Rhizobium(1)",4,594,"Log (cells/mL)",7.72754125702856
"697","Sch_SP02_02","Rhizobium(1)",4,894,"Log (cells/mL)",6.14612803567824
"698","Sch_SP02_02","Rhizobium(1)",4,1231,"Log (cells/mL)",6.9731278535997
"699","Sch_SP02_02","Rhizobium(1)",4,1479,"Log (cells/mL)",7.19865708695442
"700","Sch_SP02_02","Rhizobium(1)",4,1794,"Log (cells/mL)",7.98855895687862
"701","Sch_SP02_02","Rhizobium(1)",4,2092,"Log (cells/mL)",8.26007138798508
"702","Sch_SP02_02","Rhizobium(1)",4,2421,"Log (cells/mL)",8.84658450289805
"703","Sch_SP02_02","Rhizobium(1)",4,2694,"Log (cells/mL)",8.81796180453199
"705","Sch_SP02_02","Rhizobium(1)",1,52,"Absorbance (600nm)",0.091
"706","Sch_SP02_02","Rhizobium(1)",1,333,"Absorbance (600nm)",0.094
"707","Sch_SP02_02","Rhizobium(1)",1,622,"Absorbance (600nm)",0.093
"708","Sch_SP02_02","Rhizobium(1)",1,921,"Absorbance (600nm)",0.153
"709","Sch_SP02_02","Rhizobium(1)",1,1258,"Absorbance (600nm)",0.203
"710","Sch_SP02_02","Rhizobium(1)",1,1507,"Absorbance (600nm)",0.213
"711","Sch_SP02_02","Rhizobium(1)",1,1827,"Absorbance (600nm)",0.232
"712","Sch_SP02_02","Rhizobium(1)",1,2120,"Absorbance (600nm)",0.216
"713","Sch_SP02_02","Rhizobium(1)",1,2449,"Absorbance (600nm)",0.232
"714","Sch_SP02_02","Rhizobium(1)",1,2722,"Absorbance (600nm)",0.241
"715","Sch_SP02_02","Rhizobium(1)",1,3034,"Absorbance (600nm)",0.239
"716","Sch_SP02_02","Rhizobium(1)",2,52,"Absorbance (600nm)",0.104
"717","Sch_SP02_02","Rhizobium(1)",2,333,"Absorbance (600nm)",0.097
"718","Sch_SP02_02","Rhizobium(1)",2,622,"Absorbance (600nm)",0.089
"719","Sch_SP02_02","Rhizobium(1)",2,921,"Absorbance (600nm)",0.093
"720","Sch_SP02_02","Rhizobium(1)",2,1258,"Absorbance (600nm)",0.091
"721","Sch_SP02_02","Rhizobium(1)",2,1507,"Absorbance (600nm)",0.096
"722","Sch_SP02_02","Rhizobium(1)",2,1827,"Absorbance (600nm)",0.13
"723","Sch_SP02_02","Rhizobium(1)",2,2120,"Absorbance (600nm)",0.171
"724","Sch_SP02_02","Rhizobium(1)",2,2449,"Absorbance (600nm)",0.212
"725","Sch_SP02_02","Rhizobium(1)",2,2722,"Absorbance (600nm)",0.248
"726","Sch_SP02_02","Rhizobium(1)",2,3034,"Absorbance (600nm)",0.255
"727","Sch_SP02_02","Rhizobium(1)",3,52,"Absorbance (600nm)",0.106
"728","Sch_SP02_02","Rhizobium(1)",3,333,"Absorbance (600nm)",0.096
"729","Sch_SP02_02","Rhizobium(1)",3,622,"Absorbance (600nm)",0.091
"730","Sch_SP02_02","Rhizobium(1)",3,921,"Absorbance (600nm)",0.092
"731","Sch_SP02_02","Rhizobium(1)",3,1258,"Absorbance (600nm)",0.094
"732","Sch_SP02_02","Rhizobium(1)",3,1507,"Absorbance (600nm)",0.098
"733","Sch_SP02_02","Rhizobium(1)",3,1827,"Absorbance (600nm)",0.13
"734","Sch_SP02_02","Rhizobium(1)",3,2120,"Absorbance (600nm)",0.153
"735","Sch_SP02_02","Rhizobium(1)",3,2449,"Absorbance (600nm)",0.196
"736","Sch_SP02_02","Rhizobium(1)",3,2722,"Absorbance (600nm)",0.205
"737","Sch_SP02_02","Rhizobium(1)",3,3034,"Absorbance (600nm)",0.228
"738","Sch_SP02_02","Rhizobium(1)",4,52,"Absorbance (600nm)",0.105
"739","Sch_SP02_02","Rhizobium(1)",4,333,"Absorbance (600nm)",0.095
"740","Sch_SP02_02","Rhizobium(1)",4,622,"Absorbance (600nm)",0.09
"741","Sch_SP02_02","Rhizobium(1)",4,921,"Absorbance (600nm)",0.095
"742","Sch_SP02_02","Rhizobium(1)",4,1258,"Absorbance (600nm)",0.113
"743","Sch_SP02_02","Rhizobium(1)",4,1507,"Absorbance (600nm)",0.133
"744","Sch_SP02_02","Rhizobium(1)",4,1827,"Absorbance (600nm)",0.162
"745","Sch_SP02_02","Rhizobium(1)",4,2120,"Absorbance (600nm)",0.198
"746","Sch_SP02_02","Rhizobium(1)",4,2449,"Absorbance (600nm)",0.22
"747","Sch_SP02_02","Rhizobium(1)",4,2722,"Absorbance (600nm)",0.221
"748","Sch_SP02_02","Rhizobium(1)",4,3034,"Absorbance (600nm)",0.24
"750","Sch_SP02_02","Rhizobium(1)",1,304,"ATP (nmol/cell)",2.27426705712679
"751","Sch_SP02_02","Rhizobium(1)",1,594,"ATP (nmol/cell)",0.213846304717246
"752","Sch_SP02_02","Rhizobium(1)",1,894,"ATP (nmol/cell)",0.0585893343532929
"753","Sch_SP02_02","Rhizobium(1)",1,1231,"ATP (nmol/cell)",0.0424915496631598
"754","Sch_SP02_02","Rhizobium(1)",1,1479,"ATP (nmol/cell)",0.116302551706307
"755","Sch_SP02_02","Rhizobium(1)",1,1794,"ATP (nmol/cell)",0.0324850731677485
"756","Sch_SP02_02","Rhizobium(1)",1,2092,"ATP (nmol/cell)",0.0647566099677781
"757","Sch_SP02_02","Rhizobium(1)",1,2421,"ATP (nmol/cell)",0.0659522129509622
"758","Sch_SP02_02","Rhizobium(1)",1,2694,"ATP (nmol/cell)",0.0547601071245519
"760","Sch_SP02_02","Rhizobium(1)",2,22,"ATP (nmol/cell)",0.584770127598137
"761","Sch_SP02_02","Rhizobium(1)",2,304,"ATP (nmol/cell)",0.63194443383155
"762","Sch_SP02_02","Rhizobium(1)",2,594,"ATP (nmol/cell)",1.45748280831824
"763","Sch_SP02_02","Rhizobium(1)",2,894,"ATP (nmol/cell)",0.413913901853239
"764","Sch_SP02_02","Rhizobium(1)",2,1231,"ATP (nmol/cell)",0.196649667552979
"765","Sch_SP02_02","Rhizobium(1)",2,1479,"ATP (nmol/cell)",0.0842813089762916
"766","Sch_SP02_02","Rhizobium(1)",2,1794,"ATP (nmol/cell)",0.307191550464491
"767","Sch_SP02_02","Rhizobium(1)",2,2092,"ATP (nmol/cell)",0.303489981039221
"768","Sch_SP02_02","Rhizobium(1)",2,2421,"ATP (nmol/cell)",0.584212390529805
"769","Sch_SP02_02","Rhizobium(1)",2,2694,"ATP (nmol/cell)",0.225932142247235
"770","Sch_SP02_02","Rhizobium(1)",2,3012,"ATP (nmol/cell)",0.386798080423751
"771","Sch_SP02_02","Rhizobium(1)",3,22,"ATP (nmol/cell)",0.676052520768886
"772","Sch_SP02_02","Rhizobium(1)",3,304,"ATP (nmol/cell)",1.65565560741295
"773","Sch_SP02_02","Rhizobium(1)",3,594,"ATP (nmol/cell)",1.0753222516462
"774","Sch_SP02_02","Rhizobium(1)",3,894,"ATP (nmol/cell)",0.827827803706477
"775","Sch_SP02_02","Rhizobium(1)",3,1231,"ATP (nmol/cell)",0.355375012105596
"776","Sch_SP02_02","Rhizobium(1)",3,1479,"ATP (nmol/cell)",0.144922748632157
"777","Sch_SP02_02","Rhizobium(1)",3,1794,"ATP (nmol/cell)",0.453683406911472
"778","Sch_SP02_02","Rhizobium(1)",3,2092,"ATP (nmol/cell)",0.21129854413433
"779","Sch_SP02_02","Rhizobium(1)",3,2421,"ATP (nmol/cell)",0.381672050907566
"780","Sch_SP02_02","Rhizobium(1)",3,2694,"ATP (nmol/cell)",0.212442514456577
"781","Sch_SP02_02","Rhizobium(1)",3,3012,"ATP (nmol/cell)",0.516461674059675
"782","Sch_SP02_02","Rhizobium(1)",4,22,"ATP (nmol/cell)",0.829208361579723
"783","Sch_SP02_02","Rhizobium(1)",4,304,"ATP (nmol/cell)",1.03216544688361
"784","Sch_SP02_02","Rhizobium(1)",4,594,"ATP (nmol/cell)",0.728741404159122
"785","Sch_SP02_02","Rhizobium(1)",4,894,"ATP (nmol/cell)",0.162436146555038
"786","Sch_SP02_02","Rhizobium(1)",4,1231,"ATP (nmol/cell)",0.403147614919563
"787","Sch_SP02_02","Rhizobium(1)",4,1479,"ATP (nmol/cell)",0.211318231546011
"788","Sch_SP02_02","Rhizobium(1)",4,1794,"ATP (nmol/cell)",0.549081233974874
"789","Sch_SP02_02","Rhizobium(1)",4,2092,"ATP (nmol/cell)",0.4753353639401
"790","Sch_SP02_02","Rhizobium(1)",4,2421,"ATP (nmol/cell)",0.403528786526463
"791","Sch_SP02_02","Rhizobium(1)",4,2694,"ATP (nmol/cell)",0.130420603499663
"792","Sch_SP02_02","Rhizobium(1)",4,3012,"ATP (nmol/cell)",0.264512926016103
"794","Sch_SP03_01","Arthrobacter",1,304,"Log (cells/mL)",5.60205999132796
"795","Sch_SP03_01","Arthrobacter",1,594,"Log (cells/mL)",6.44715803134222
"796","Sch_SP03_01","Arthrobacter",1,894,"Log (cells/mL)",7.83632411570675
"797","Sch_SP03_01","Arthrobacter",1,1231,"Log (cells/mL)",8.41128291301738
"798","Sch_SP03_01","Arthrobacter",1,1479,"Log (cells/mL)",8.10585067438514
"799","Sch_SP03_01","Arthrobacter",1,1794,"Log (cells/mL)",8.33122478102073
"800","Sch_SP03_01","Arthrobacter",1,2092,"Log (cells/mL)",8.32551566336315
"801","Sch_SP03_01","Arthrobacter",1,2421,"Log (cells/mL)",8.40243334621931
"802","Sch_SP03_01","Arthrobacter",1,2694,"Log (cells/mL)",8.44498111208794
"803","Sch_SP03_01","Arthrobacter",1,3012,"Log (cells/mL)",8.23653726148869
"804","Sch_SP03_01","Arthrobacter",2,22,"Log (cells/mL)",5.30102999566398
"805","Sch_SP03_01","Arthrobacter",2,304,"Log (cells/mL)",5.60205999132796
"806","Sch_SP03_01","Arthrobacter",2,594,"Log (cells/mL)",5.77815125038364
"807","Sch_SP03_01","Arthrobacter",2,894,"Log (cells/mL)",7.91487181754005
"808","Sch_SP03_01","Arthrobacter",2,1231,"Log (cells/mL)",8.57749179983723
"809","Sch_SP03_01","Arthrobacter",2,1479,"Log (cells/mL)",7.88536122003151
"810","Sch_SP03_01","Arthrobacter",2,1794,"Log (cells/mL)",7.72591163229505
"811","Sch_SP03_01","Arthrobacter",2,2092,"Log (cells/mL)",8.03342375548695
"812","Sch_SP03_01","Arthrobacter",2,2421,"Log (cells/mL)",8.00086772153123
"813","Sch_SP03_01","Arthrobacter",2,2694,"Log (cells/mL)",7.9982593384237
"814","Sch_SP03_01","Arthrobacter",2,3012,"Log (cells/mL)",7.3541084391474
"815","Sch_SP03_01","Arthrobacter",3,22,"Log (cells/mL)",5.30102999566398
"816","Sch_SP03_01","Arthrobacter",3,304,"Log (cells/mL)",5.30102999566398
"817","Sch_SP03_01","Arthrobacter",3,594,"Log (cells/mL)",5.30102999566398
"818","Sch_SP03_01","Arthrobacter",3,894,"Log (cells/mL)",7.26951294421792
"819","Sch_SP03_01","Arthrobacter",3,1231,"Log (cells/mL)",8.40654018043396
"820","Sch_SP03_01","Arthrobacter",3,1479,"Log (cells/mL)",7.61278385671974
"821","Sch_SP03_01","Arthrobacter",3,1794,"Log (cells/mL)",7.63548374681491
"822","Sch_SP03_01","Arthrobacter",3,2092,"Log (cells/mL)",7.6570558528571
"823","Sch_SP03_01","Arthrobacter",3,2421,"Log (cells/mL)",7.67760695272049
"824","Sch_SP03_01","Arthrobacter",3,2694,"Log (cells/mL)",7.90848501887865
"825","Sch_SP03_01","Arthrobacter",3,3012,"Log (cells/mL)",7.72754125702856
"827","Sch_SP03_01","Arthrobacter",4,304,"Log (cells/mL)",5.30102999566398
"828","Sch_SP03_01","Arthrobacter",4,594,"Log (cells/mL)",7.82865989653532
"829","Sch_SP03_01","Arthrobacter",4,894,"Log (cells/mL)",7.24551266781415
"830","Sch_SP03_01","Arthrobacter",4,1231,"Log (cells/mL)",7.97772360528885
"831","Sch_SP03_01","Arthrobacter",4,1479,"Log (cells/mL)",9.03534967652299
"832","Sch_SP03_01","Arthrobacter",4,1794,"Log (cells/mL)",8.70654710264036
"833","Sch_SP03_01","Arthrobacter",4,2092,"Log (cells/mL)",8.79253176190131
"834","Sch_SP03_01","Arthrobacter",4,2421,"Log (cells/mL)",8.67687643197314
"835","Sch_SP03_01","Arthrobacter",4,2694,"Log (cells/mL)",8.98677173426625
"836","Sch_SP03_01","Arthrobacter",4,3012,"Log (cells/mL)",9.22151856032228
"837","Sch_SP03_01","Arthrobacter",1,52,"Absorbance (600nm)",0.089
"838","Sch_SP03_01","Arthrobacter",1,333,"Absorbance (600nm)",0.093
"839","Sch_SP03_01","Arthrobacter",1,622,"Absorbance (600nm)",0.087
"840","Sch_SP03_01","Arthrobacter",1,921,"Absorbance (600nm)",0.092
"841","Sch_SP03_01","Arthrobacter",1,1258,"Absorbance (600nm)",0.107
"842","Sch_SP03_01","Arthrobacter",1,1507,"Absorbance (600nm)",0.138
"843","Sch_SP03_01","Arthrobacter",1,1827,"Absorbance (600nm)",0.203
"844","Sch_SP03_01","Arthrobacter",1,2120,"Absorbance (600nm)",0.23
"845","Sch_SP03_01","Arthrobacter",1,2449,"Absorbance (600nm)",0.263
"846","Sch_SP03_01","Arthrobacter",1,2722,"Absorbance (600nm)",0.287
"847","Sch_SP03_01","Arthrobacter",1,3034,"Absorbance (600nm)",0.306
"848","Sch_SP03_01","Arthrobacter",2,52,"Absorbance (600nm)",0.101
"849","Sch_SP03_01","Arthrobacter",2,333,"Absorbance (600nm)",0.094
"850","Sch_SP03_01","Arthrobacter",2,622,"Absorbance (600nm)",0.089
"851","Sch_SP03_01","Arthrobacter",2,921,"Absorbance (600nm)",0.092
"852","Sch_SP03_01","Arthrobacter",2,1258,"Absorbance (600nm)",0.101
"853","Sch_SP03_01","Arthrobacter",2,1507,"Absorbance (600nm)",0.131
"854","Sch_SP03_01","Arthrobacter",2,1827,"Absorbance (600nm)",0.178
"855","Sch_SP03_01","Arthrobacter",2,2120,"Absorbance (600nm)",0.228
"856","Sch_SP03_01","Arthrobacter",2,2449,"Absorbance (600nm)",0.258
"857","Sch_SP03_01","Arthrobacter",2,2722,"Absorbance (600nm)",0.278
"858","Sch_SP03_01","Arthrobacter",2,3034,"Absorbance (600nm)",0.295
"859","Sch_SP03_01","Arthrobacter",3,52,"Absorbance (600nm)",0.102
"860","Sch_SP03_01","Arthrobacter",3,333,"Absorbance (600nm)",0.093
"861","Sch_SP03_01","Arthrobacter",3,622,"Absorbance (600nm)",0.09
"862","Sch_SP03_01","Arthrobacter",3,921,"Absorbance (600nm)",0.092
"863","Sch_SP03_01","Arthrobacter",3,1258,"Absorbance (600nm)",0.101
"864","Sch_SP03_01","Arthrobacter",3,1507,"Absorbance (600nm)",0.127
"865","Sch_SP03_01","Arthrobacter",3,1827,"Absorbance (600nm)",0.171
"866","Sch_SP03_01","Arthrobacter",3,2120,"Absorbance (600nm)",0.193
"867","Sch_SP03_01","Arthrobacter",3,2449,"Absorbance (600nm)",0.249
"868","Sch_SP03_01","Arthrobacter",3,2722,"Absorbance (600nm)",0.238
"869","Sch_SP03_01","Arthrobacter",3,3034,"Absorbance (600nm)",0.273
"870","Sch_SP03_01","Arthrobacter",4,52,"Absorbance (600nm)",0.102
"871","Sch_SP03_01","Arthrobacter",4,333,"Absorbance (600nm)",0.096
"872","Sch_SP03_01","Arthrobacter",4,622,"Absorbance (600nm)",0.089
"873","Sch_SP03_01","Arthrobacter",4,921,"Absorbance (600nm)",0.094
"874","Sch_SP03_01","Arthrobacter",4,1258,"Absorbance (600nm)",0.102
"875","Sch_SP03_01","Arthrobacter",4,1507,"Absorbance (600nm)",0.129
"876","Sch_SP03_01","Arthrobacter",4,1827,"Absorbance (600nm)",0.16
"877","Sch_SP03_01","Arthrobacter",4,2120,"Absorbance (600nm)",0.201
"878","Sch_SP03_01","Arthrobacter",4,2449,"Absorbance (600nm)",0.235
"879","Sch_SP03_01","Arthrobacter",4,2722,"Absorbance (600nm)",0.224
"880","Sch_SP03_01","Arthrobacter",4,3034,"Absorbance (600nm)",0.241
"881","Sch_SP03_01","Arthrobacter",1,22,"ATP (nmol/cell)",1.35210504153777
"882","Sch_SP03_01","Arthrobacter",1,304,"ATP (nmol/cell)",0.728741404159122
"883","Sch_SP03_01","Arthrobacter",1,594,"ATP (nmol/cell)",0.758089019042263
"884","Sch_SP03_01","Arthrobacter",1,894,"ATP (nmol/cell)",0.386315726153649
"885","Sch_SP03_01","Arthrobacter",1,1231,"ATP (nmol/cell)",0.300221358724915
"886","Sch_SP03_01","Arthrobacter",1,1479,"ATP (nmol/cell)",0.346607003837558
"887","Sch_SP03_01","Arthrobacter",1,1794,"ATP (nmol/cell)",1.11881624243803
"888","Sch_SP03_01","Arthrobacter",1,2092,"ATP (nmol/cell)",0.429717134882959
"889","Sch_SP03_01","Arthrobacter",1,2421,"ATP (nmol/cell)",0.368592843056432
"890","Sch_SP03_01","Arthrobacter",1,2694,"ATP (nmol/cell)",0.277888883225045
"892","Sch_SP03_01","Arthrobacter",2,22,"ATP (nmol/cell)",4.06307978962768
"893","Sch_SP03_01","Arthrobacter",2,304,"ATP (nmol/cell)",0.464510100647707
"894","Sch_SP03_01","Arthrobacter",2,594,"ATP (nmol/cell)",0.929020201295415
"895","Sch_SP03_01","Arthrobacter",2,894,"ATP (nmol/cell)",0.497525016947834
"896","Sch_SP03_01","Arthrobacter",2,1231,"ATP (nmol/cell)",0.270871985975179
"897","Sch_SP03_01","Arthrobacter",2,1479,"ATP (nmol/cell)",0.410964927421411
"898","Sch_SP03_01","Arthrobacter",2,1794,"ATP (nmol/cell)",0.425142237139739
"899","Sch_SP03_01","Arthrobacter",2,2092,"ATP (nmol/cell)",0.488952436401762
"900","Sch_SP03_01","Arthrobacter",2,2421,"ATP (nmol/cell)",1.3816763946716
"901","Sch_SP03_01","Arthrobacter",2,2694,"ATP (nmol/cell)",0.222055277403361
"902","Sch_SP03_01","Arthrobacter",2,3012,"ATP (nmol/cell)",0.691567665654647
"903","Sch_SP03_01","Arthrobacter",3,22,"ATP (nmol/cell)",3.37170628525362
"904","Sch_SP03_01","Arthrobacter",3,304,"ATP (nmol/cell)",1.03216544688361
"906","Sch_SP03_01","Arthrobacter",3,894,"ATP (nmol/cell)",2.06433089376721
"907","Sch_SP03_01","Arthrobacter",3,1231,"ATP (nmol/cell)",1.10141288960439
"908","Sch_SP03_01","Arthrobacter",3,1479,"ATP (nmol/cell)",0.313314425528448
"909","Sch_SP03_01","Arthrobacter",3,1794,"ATP (nmol/cell)",0.379067192486393
"910","Sch_SP03_01","Arthrobacter",3,2092,"ATP (nmol/cell)",0.669773051565556
"911","Sch_SP03_01","Arthrobacter",3,2421,"ATP (nmol/cell)",1.01216750811164
"912","Sch_SP03_01","Arthrobacter",3,2694,"ATP (nmol/cell)",0.368014973982056
"913","Sch_SP03_01","Arthrobacter",3,3012,"ATP (nmol/cell)",0.285980170562392
"914","Sch_SP03_01","Arthrobacter",4,22,"ATP (nmol/cell)",1.57319734042383
"915","Sch_SP03_01","Arthrobacter",4,304,"ATP (nmol/cell)",1.45748280831824
"917","Sch_SP03_01","Arthrobacter",4,894,"ATP (nmol/cell)",0.516082723441804
"918","Sch_SP03_01","Arthrobacter",4,1231,"ATP (nmol/cell)",0.959135513834725
"919","Sch_SP03_01","Arthrobacter",4,1479,"ATP (nmol/cell)",0.324932374702047
"920","Sch_SP03_01","Arthrobacter",4,1794,"ATP (nmol/cell)",0.704005345392806
"921","Sch_SP03_01","Arthrobacter",4,2092,"ATP (nmol/cell)",0.82844138919605
"922","Sch_SP03_01","Arthrobacter",4,2421,"ATP (nmol/cell)",0.534657354959895
"923","Sch_SP03_01","Arthrobacter",4,2694,"ATP (nmol/cell)",0.355696687674906
"924","Sch_SP03_01","Arthrobacter",4,3012,"ATP (nmol/cell)",0.332276082957419
"925","Sch_SP04_01","Citrobacter",1,22,"Log (cells/mL)",5.77815125038364
"926","Sch_SP04_01","Citrobacter",1,304,"Log (cells/mL)",5.60205999132796
"927","Sch_SP04_01","Citrobacter",1,594,"Log (cells/mL)",6.79239168949825
"928","Sch_SP04_01","Citrobacter",1,894,"Log (cells/mL)",7.95712819767681
"929","Sch_SP04_01","Citrobacter",1,1231,"Log (cells/mL)",7.97863694838447
"930","Sch_SP04_01","Citrobacter",1,1479,"Log (cells/mL)",8.36772854608698
"931","Sch_SP04_01","Citrobacter",1,1794,"Log (cells/mL)",9.04414762087872
"932","Sch_SP04_01","Citrobacter",1,2092,"Log (cells/mL)",8.56276854301652
"933","Sch_SP04_01","Citrobacter",1,2421,"Log (cells/mL)",8.6306312440205
"934","Sch_SP04_01","Citrobacter",1,2694,"Log (cells/mL)",8.43104194533588
"935","Sch_SP04_01","Citrobacter",1,3012,"Log (cells/mL)",8.83033199345196
"936","Sch_SP04_01","Citrobacter",2,22,"Log (cells/mL)",5.90308998699194
"937","Sch_SP04_01","Citrobacter",2,304,"Log (cells/mL)",5.30102999566398
"938","Sch_SP04_01","Citrobacter",2,594,"Log (cells/mL)",5.30102999566398
"939","Sch_SP04_01","Citrobacter",2,894,"Log (cells/mL)",5.60205999132796
"940","Sch_SP04_01","Citrobacter",2,1231,"Log (cells/mL)",6.14612803567824
"941","Sch_SP04_01","Citrobacter",2,1479,"Log (cells/mL)",6.88081359228079
"942","Sch_SP04_01","Citrobacter",2,1794,"Log (cells/mL)",7.51321760006794
"943","Sch_SP04_01","Citrobacter",2,2092,"Log (cells/mL)",8.26434550705009
"944","Sch_SP04_01","Citrobacter",2,2421,"Log (cells/mL)",8.01870049866624
"945","Sch_SP04_01","Citrobacter",2,2694,"Log (cells/mL)",8.14550717140966
"946","Sch_SP04_01","Citrobacter",2,3012,"Log (cells/mL)",7.80617997398389
"947","Sch_SP04_01","Citrobacter",3,22,"Log (cells/mL)",5.30102999566398
"948","Sch_SP04_01","Citrobacter",3,304,"Log (cells/mL)",5.60205999132796
"950","Sch_SP04_01","Citrobacter",3,894,"Log (cells/mL)",5.30102999566398
"951","Sch_SP04_01","Citrobacter",3,1231,"Log (cells/mL)",6
"952","Sch_SP04_01","Citrobacter",3,1479,"Log (cells/mL)",6.77815125038364
"953","Sch_SP04_01","Citrobacter",3,1794,"Log (cells/mL)",7.81557774832427
"954","Sch_SP04_01","Citrobacter",3,2092,"Log (cells/mL)",7.20411998265593
"955","Sch_SP04_01","Citrobacter",3,2421,"Log (cells/mL)",7.08635983067475
"956","Sch_SP04_01","Citrobacter",3,2694,"Log (cells/mL)",7.71264970162721
"957","Sch_SP04_01","Citrobacter",3,3012,"Log (cells/mL)",7.23552844690755
"958","Sch_SP04_01","Citrobacter",4,22,"Log (cells/mL)",5.30102999566398
"959","Sch_SP04_01","Citrobacter",4,304,"Log (cells/mL)",5.60205999132796
"960","Sch_SP04_01","Citrobacter",4,594,"Log (cells/mL)",7.3096301674259
"961","Sch_SP04_01","Citrobacter",4,894,"Log (cells/mL)",7.33445375115093
"962","Sch_SP04_01","Citrobacter",4,1231,"Log (cells/mL)",7.46239799789896
"963","Sch_SP04_01","Citrobacter",4,1479,"Log (cells/mL)",7.73399928653839
"964","Sch_SP04_01","Citrobacter",4,1794,"Log (cells/mL)",8.24303804868629
"965","Sch_SP04_01","Citrobacter",4,2092,"Log (cells/mL)",8.26528962586083
"966","Sch_SP04_01","Citrobacter",4,2421,"Log (cells/mL)",8.88388845788848
"967","Sch_SP04_01","Citrobacter",4,2694,"Log (cells/mL)",8.55412558151301
"968","Sch_SP04_01","Citrobacter",4,3012,"Log (cells/mL)",8.23044892137827
"969","Sch_SP04_01","Citrobacter",1,52,"Absorbance (600nm)",0.091
"970","Sch_SP04_01","Citrobacter",1,333,"Absorbance (600nm)",0.092
"971","Sch_SP04_01","Citrobacter",1,622,"Absorbance (600nm)",0.108
"972","Sch_SP04_01","Citrobacter",1,921,"Absorbance (600nm)",0.169
"973","Sch_SP04_01","Citrobacter",1,1258,"Absorbance (600nm)",0.194
"974","Sch_SP04_01","Citrobacter",1,1507,"Absorbance (600nm)",0.196
"975","Sch_SP04_01","Citrobacter",1,1827,"Absorbance (600nm)",0.198
"976","Sch_SP04_01","Citrobacter",1,2120,"Absorbance (600nm)",0.202
"977","Sch_SP04_01","Citrobacter",1,2449,"Absorbance (600nm)",0.22
"978","Sch_SP04_01","Citrobacter",1,2722,"Absorbance (600nm)",0.219
"979","Sch_SP04_01","Citrobacter",1,3034,"Absorbance (600nm)",0.235
"980","Sch_SP04_01","Citrobacter",2,52,"Absorbance (600nm)",0.106
"981","Sch_SP04_01","Citrobacter",2,333,"Absorbance (600nm)",0.095
"982","Sch_SP04_01","Citrobacter",2,622,"Absorbance (600nm)",0.102
"983","Sch_SP04_01","Citrobacter",2,921,"Absorbance (600nm)",0.151
"984","Sch_SP04_01","Citrobacter",2,1258,"Absorbance (600nm)",0.171
"985","Sch_SP04_01","Citrobacter",2,1507,"Absorbance (600nm)",0.173
"986","Sch_SP04_01","Citrobacter",2,1827,"Absorbance (600nm)",0.159
"987","Sch_SP04_01","Citrobacter",2,2120,"Absorbance (600nm)",0.164
"988","Sch_SP04_01","Citrobacter",2,2449,"Absorbance (600nm)",0.173
"989","Sch_SP04_01","Citrobacter",2,2722,"Absorbance (600nm)",0.154
